page	form_1937	form_1986	form1986_id	schmidt_form	nothofer_form	homonym_id_1937	crossref_1937	variant_1937	remark_1937	variant_1986	crossref_1986	remark_1986	remark_overall
48	ka·ˀãpã	ˀɛ̃ˈap; Nː ẽãp	1	ˀɛ̃ˈap	ẽãp								
48	e apaua	pa͜u	1	pa͜u									
48	eˀapo	ˀɛˈap, ɛˈap; Nː eap	1	ˀɛˈap , ɛˈap	eap								
48	eˀapo	(apɨˀ, apœˀ)	2	(apɨˀ , apœˀ)									
48	ekada uˀapo	káraˀɛˈap, kraˀɛˈap; Nː karaˀyap	1	káraˀɛˈap , kraˀɛˈap	karaˀyap								
48	ekada uˀapo	(krapɨˀ)	2	(krapɨˀ)									
48	emĩnã uˀapo	(minˀeap)	1	(minˀeap)									
48	Puls	mĩˀˈyap	1	mĩˀˈyap									
48	eãpũ	(yãp)	1	(yãp)									
48	eapũˀũ	aˈpũ, ˀaˈpũˀ; Nː ãpũˀ	1	aˈpũ , ˀaˈpũˀ	ãpũˀ								
48	eapũˀũ	(ãˈpũˀwə, apũˈˀaˀ, apũˈˀũˀ)	2	(ãˈpũˀwə , apũˈˀaˀ , apũˈˀũˀ)									
48	eapũˀũ ubō	ˀaˈpũ bœ	1	ˀaˈpũ bœ									
48	eapũˀũ°sawah	ˀaˈpũˀ°taˈwah	1	ˀaˈpũˀ°taˈwah									is sawah or tawah part of the form?
48	eara	eˈyar	1	eˈyar									
48	eara	yaˈraˀ, ɛaˈraˀ	2	yaˈraˀ , ɛaˈraˀ									
48	eara ukixo	ruˈkih, ruˈkik, ruˈkiˀ	1	ruˈkih , ruˈkik , ruˈkiˀ									
48	eara °ukarawae	ˀɛrkraˈwaː	1	ˀɛrkraˈwaː									
48	ˀariba	aˈriːb̚	1	aˈriːb̚									
48	ˀarua	ˈaruː	1	ˈaruː								?	
48	kedua kali	kaˀaˈruː hiˈnuː	1	kaˀaˈruː hiˈnuː									
48	eaˀa͜u	yaˈˀaː, ɛaˈˀaː	1	yaˈˀaː , ɛaˈˀaː									
48	ekaˀa uaˀa͜u	kaˀɛˈˀa, kaˀeˈˀaː, kaˀeaˈˀaː; Nː kaˀeˀaˀaː	1	kaˀɛˈˀa , kaˀeˈˀaː , kaˀeaˈˀaː	kaˀeˀaˀaː								
48	eˀauaˀa	kaˈrah aˈwaˀ	1	kaˈrah aˈwaˀ				epiai					
48	auaha	ˀawah	1	ˀawah									
48	ebaˀadito	baˀˈdit̚	1	baˀˈdit̚									
48	ebaˀa͜ue	baˈˀa͜u	1	baˈˀa͜u									
48	baha͜eba	baˈha͜ib̚	1	baˈha͜ib̚									
48	kemaren dulu	baˈha͜ib̚ mɔ̃h kəˈhəd	1	baˈha͜ib̚ mɔ̃h kəˈhəd									
48	ebáha͜u	bah	1	bah									
48	ebáha͜u	baˈhaˀ	2	baˈhaˀ									
48	bai	bahbaˀt̊akɔˈraː	1	bahbaˀt̊akɔˈraː									
48	ebaka	m͜bak, bak	1	m͜bak , bak		1							
48	ebaka	m͜baˈkaˀ, baˈkaˀ	2	m͜baˈkaˀ , baˈkaˀ		1							
48	ka·baka	baˈbak; Nː abak	1	baˈbak	abak								
48	ka·baka	abakhai	2	abakhai									
49	eheda ubakaˀa͜u	hɛrbaˈkaˀ	1	hɛrbaˈkaˀ									
49	ekai ubaka	kaːbaˈkab	1	kaːbaˈkab									
49	goyang matanya	hœˈna baˀ	1	hœˈna baˀ									
49	goyang matanya	kipakahˈrɛ bahrikahˈba	2	kipakahˈrɛ bahrikahˈba									
49	kacamata	°kɔrmi·ˈbak	1	°kɔrmi·ˈbak									
49	ebē ubaka	bɛːˈbak - beːˈbak	1	bɛːˈbak - beːˈbak									
49	ebaka ukoko	baˈkɔk	1	baˈkɔk									
49	ebaka ukoko	bakɔˈkɔˀ	2	bakɔˈkɔˀ									
49	eakaruba	bakaˈrub	1	bakaˈrub									
49	ebaka ukahaˀo	bakaˈhaˀ, bakˈhaˀ	1	bakaˈhaˀ , bakˈhaˀ									
49	ebaka ubō	bakˈbœ, bakˈbəː	1	bakˈbœ , bakˈbəː									
49	ki·baka	kiˈbak	1	kiˈbak		2							
49	ebao	ebaː, baː	1	ebaː , baː									
49	ebē		1				vgl. ebō						
49	ebē uito	bɛːˈyid, bɛˈyit	1	bɛːˈyid , bɛˈyit									
49	air gulai	bɛkuˈra͜i, bœkuˈra͜i	1	bɛkuˈra͜i , bœkuˈra͜i									
49	air kencing	bɛˈyik	1	bɛˈyik									
49	air mata	bɛːˈbak, beːˈbak	1	bɛːˈbak , beːˈbak									
49	mata air	bakˈbəː	1	bakˈbəː					< ebō ?				
49	ebedoa	bɛˈrɔː	1	bɛˈrɔː									
49	ka·beho	kaˈbɛh; Nː kabəh, kabɛh	1	kaˈbɛh	kabəh , kabɛh								
49	ka·beho	abəh , ˀabɛxha͜i	2	abəh  , ˀabɛxha͜i									
49	ebeo	bɛː; Nː be	1	bɛː	be								
49	ebeo	bewɨh	2	bewɨh									
49	bəhaː kipa·bəha	kipahˈbəh	1	kipahˈbəh									
49	bəhaː kipa·bəha	paˈbəxa͜i; Nː pabəhhai	2	paˈbəxa͜i	pabəhhai								
49	ka·bəha	ka[ˀ]ˈbəh	1	ka[ˀ]ˈbəh									
49	epahabəhə́aha	pahˈbɨah, pahbɨˈah	1	pahˈbɨah , pahbɨˈah									
49	ebixu	bih, bix	1	bih , bix									
49	ebō	bœ, bəː	1	bœ , bəː									
49	air tawar	bœː kanaˀˈnaː	1	bœː kanaˀˈnaː									
49	air jernih	bœ məkaˈnik, bœ kaˈnik	1	bœ məkaˈnik , bœ kaˈnik									
49	air dalam	bœ kaˀˈnuˀ	1	bœ kaˀˈnuˀ									
49	hujan panas	bœ kaˀbaˈriː	1	bœ kaˀbaˈriː									
49	air mata	beːˈbak, bɛːˈbak	2	beːˈbak , bɛːˈbak					< ebe ?				
49	air gulai	bɛ°kuˈra͜i, bœ°kuˈra͜i	2	bɛ°kuˈra͜i , bœ°kuˈra͜i									
49	banjir	bœkaˀˈdoer; Nː bə kaˀdər	1	bœkaˀˈdoer	bə kaˀdər								
50	ular air	ˀaˈpũ bœ	1	ˀaˈpũ bœ									
50	yumbang air	pahkuˀˈbœː	1	pahkuˀˈbœː									
50	penimba air	yœˀœˈbœː	1	yœˀœˈbœː									
50	terjun ke air	tɔˈbaˀ hɛˈbœ	1	tɔˈbaˀ hɛˈbœ									
50	ebaka ubō	bakˈbəː, bakˈbœ	1	bakˈbəː , bakˈbœ									
50	tidak ada air	kiabkiˈbœː	1	kiabkiˈbœː									
50	ebobo	bɔb	1	bɔb									
50	ebohe	bɔh	1	bɔh									
50	(pohoi) ka·bohoi[y]aˀa	kabœˈhʸaˀ, kabœxiˈaˀ; Nː kabəhˈyaˀ	1	kabœˈhʸaˀ , kabœxiˈaˀ	kabəhˈyaˀ								
50	ki·buho	kiˈbuh	1	kiˈbuh									
50	ka·buobuo	kabuˈbuː	1	kabuˈbuː									
50	kipa·buo	pahˈbuˀ	1	pahˈbuˀ									
50	kipa·buo	(Nː pɛyabubuhai)	2		(pɛyabubuhai)								
50	buodo	buˈœr, buˈər, bʷər; Nː buər	1	buˈœr , buˈər , bʷər	buər								
50	edaba	daˈbak	1	daˈbak									
50	daduː ka[ˀa]·dadu	kaˀˈdar	1	kaˀˈdar									
50	dadəaha	dadɨˈah, dadœ͜ɨh	1	dadɨˈah , dadœ͜ɨh				dadóaha					
50	edahá͜iyo	daˈha͜i	1	daˈha͜i									
50	edahá͜uhu	daˈah	1	daˈah									
50	eˀā udaha͜uhu	ˀɛadaˈah, ɛaḍaˈˀah; Nː ɛadaãh	1	ˀɛadaˈah , ɛaḍaˈˀah	ɛadaãh								
50	kaˀa·dahəa͜i	kaˀrəˈçaː	1	kaˀrəˈçaː									
50	dakoˀa͜ixa	kɔˈˀa͜eç, kɔˈˀaç	1	kɔˈˀa͜eç , kɔˈˀaç									
50	ki·dapu	ki·dap	1	ki·dap									
50	ki·dapu	(daphai)	2	(daphai)									
50	edeˀa	dɛˀ	1	dɛˀ									
50	ka·deda	kaˈrɛr, kiˈpɔˀ	1	kaˈrɛr , kiˈpɔˀ									
50	ka·dede	kaˈrɛr; Nː karer, karɛr	1	kaˈrɛr	karer , karɛr								
50	ka·dede	(ˀarɛr, ˀarɛrhai)	2	(ˀarɛr , ˀarɛrhai)									
50	dəhəda	dœˈhœd; Nː dəhəd	1	dœˈhœd	dəhəd								
50	dəhəda	(dəhədha͜i)	2	(dəhədha͜i)									
50	kipa·dəpaˀa	Nː kiparɔpaˀ	1		kiparɔpaˀ								
50	kipa·dəpaˀa	parɔpaˀhai	2	parɔpaˀhai									
50	ki·didika	kidiˈdik	1	kidiˈdik									
50	dixia	dih	1	dih									
50	edixo		1										
50	edio	eˈḍiː	1	eˈḍiː									
50	edio	ḍiˈɔˀ	2	ḍiˈɔˀ									
50	idō uˀiaha	dəˈha͜i; Nː dəha͜i, dœha͜i	1	dəˈha͜i	dəha͜i , dœha͜i								
50	edobu	dœb̚, dəb	1	dœb̚ , dəb									
50	ki·didio	kidiˈdiː	1	kidiˈdiː									
50	edoaba	dɔˈab	1	dɔˈab									
51	kipaˀa·dodi	kaˀˈdœr, bœkaˀ; Nː bəkaˀdər, dœr	1	kaˀˈdœr , bœkaˀ	bəkaˀdər , dœr								
51	k[aˀ]i·dodo	dœr, kiˈdœr; Nː kaˀidər	1	dœr , kiˈdœr	kaˀidər								
51	k[aˀ]i·dodo	(dərha͜i)	2	(dərha͜i)									
51	edohəáo	dɔˈçaː; Nː dɔha	1	dɔˈçaː	dɔha								
51	e[ˀa]·doho	ˀaˈrəç, ˀaˈrœç, ˈˀarəh, ˀaˈrœx; Nː arəç, ˀarəç	1	ˀaˈrəç , ˀaˈrœç , ˈˀarəh , ˀaˈrœx	arəç , ˀarəç								
51	dohói	kidəˈhœ, dəˈhəː, dœˈhœ, dœˈçœ, dœˈhœr; Nː kidəhə	1	kidəˈhœ , dəˈhəː , dœˈhœ , dœˈçœ , dœˈhœr	kidəhə								
51	edoˀorao	dɔˀˈraː	1	dɔˀˈraː									
51	edopo	dɔp, dɔb	1	dɔp , dɔb									
51	edudi	duːr	1	duːr				edode					
51	ki·duduki	Nː kahduduk	1		kahduduk								
51	ki·duduki	dudukhai	2	dudukhai									
51	eˀē	ˀɛː	1	ˀɛː									
51	pepekmu	ˀɛbu	1	ˀɛbu									
51	eˀea	Nː ɛ, ˀɛ, eyə	1		ɛ , ˀɛ , eyə								
51	eˀedako	Nː dak	1		dak								
51	k[ab]·edo	kuˈdɛː	1	kuˈdɛː					??				
51	kipa·ˀedoho	paˀɛˈrɔh, kahpaˀɛˈrɔh	1	paˀɛˈrɔh , kahpaˀɛˈrɔh									
51	kipa·ˀedoho	(paˀɛrɔhhai)	2	(paˀɛrɔhhai)									
51	eˀe	ˀɛˀɛˈaˀ, kahˀɛˈaˀ; Nː ɛˀɛaˀ, kahɛaˀ, kahˀɛaˀ kabahɛˀ	1	ˀɛˀɛˈaˀ , kahˀɛˈaˀ	ɛˀɛaˀ , kahɛaˀ , kahˀɛaˀ kabahɛˀ							kahʔɛaʔ kabahɛʔ 'asah pahat' (?)	
51	eˀe	ɛˀɛaˀhai pahɛˀhai	2	ɛˀɛaˀhai pahɛˀhai								ɛʔɛaʔhai pahɛʔhai 'asah pahat' (?)	
51	ki·ˀẽˀẽhẽ	kɛ̃ˈˀɛ̃k; Nː kɛ̃ˀɛ̃h, kɛ̃ɛ̃h	1	kɛ̃ˈˀɛ̃k	kɛ̃ˀɛ̃h , kɛ̃ɛ̃h								
51	ki·ˀẽˀẽhẽ	ɛ̃ˀɛ̃hha͜i	2	ɛ̃ˀɛ̃hha͜i									
51	kab·eˀe͜u	ˀaˈbɛˀ	1	ˀaˈbɛˀ									
51	kab·eˀe͜u	(abɛˀhai)	2	(abɛˀhai)									
51	ka·eheaˀaho͜i	Nː kahyɛaˀah,ˀaɛyaˀah	1		kahyɛaˀah,ˀaɛyaˀah								
51	ka·eheaˀaho͜i	aɛyaˀahhai	2	aɛyaˀahhai									
51	ẽkã	Nː ɛ̃k, kikɛ̃k	1		ɛ̃k , kikɛ̃k								
51	ẽkã	ɛ̃khai	2	ɛ̃khai									
51	kipa͜·eke	kipahˈpɛk	1	kipahˈpɛk									
51	kipa͜·eke	Nː ɛk	2		ɛk								
51	kipa͜·eke	ɛkhai	3	ɛkhai									
51	memandikan	kipahpɛk, pahpɛk, pahbɛk	1	kipahpɛk , pahpɛk , pahbɛk									
51	memandikan-lah	paɛkhai	1	paɛkhai					??				
51	eˀekoa	eˈkɔː; Nː yɛˈkɔ	1	eˈkɔː	yɛˈkɔ								
51	epẽã uˀekoa	pɛ̃ˈkɔ	1	pɛ̃ˈkɔ									
51	ki·ˀekuˀa	kɛˀˈkuˀ	1	kɛˀˈkuˀ									
51	eẽnã	Nː yɛ̃n	1		yɛ̃n								
51	menyisiki	Nː kahɛnah, kahˀɛnah, ˀɛnah	1		kahɛnah , kahˀɛnah , ˀɛnah								
51	menyisiki	ɛnaxhai	2	ɛnaxhai									
51	k[i]·enãnĩ	Nː kaçɛˈnan, kahɛˈnan, ˀɛnan	1		kaçɛˈnan , kahɛˈnan , ˀɛnan								
51	k[i]·enãnĩ	ɛnanhai	2	ɛnanhai									
52	k·eo	kɛː, (kei ?)	1	kɛː , (kei ?)									
52	k·eo	(ɛhai)	2	(ɛhai)									
52	ka·eō	Nː kayɔ̃	1		kayɔ̃								
52	kaˀã·ẽõ	kaˀɛ̃	1	kaˀɛ̃									
52	k·eˀo	ɛˀ, ˀɛˀ, kaˈhɛˀ	1	ɛˀ , ˀɛˀ , kaˈhɛˀ				kah·eˀoa					
52	saya ..	ˀuˈkɛˀ	1	ˀuˈkɛˀ									
52	-lah	ˈˀɛˀha͜i, aˈhɛˀha͜i; Nː ɛˀhai	1	ˈˀɛˀha͜i , aˈhɛˀha͜i	ɛˀhai				??				
52	eˀeoa	ˀɛ̃ˈɔ̃ː, ˀɛˈɔ̃; Nː ˀɛ̃ɔ̃, ẽɔ̃ː	1	ˀɛ̃ˈɔ̃ː , ˀɛˈɔ̃	ˀɛ̃ɔ̃ , ẽɔ̃ː								
52	ˀẽpã	Nː ɛ̃apɛ̃ap	1		ɛ̃apɛ̃ap								
52	ˀẽpã	ẽãpẽˈãpẽˀ	2	ẽãpẽˈãpẽˀ									
52	eˀẽpẽ	ɛ̃ˈpɛ̃k, ˀɛ̃ˈpɛ̃k; Nː ˀɛ̃pɛ̃k	1	ɛ̃ˈpɛ̃k , ˀɛ̃ˈpɛ̃k	ˀɛ̃pɛ̃k								
52	ki·ˀə́aˀa	Nː kahɨaˀ	1		kahɨaˀ								
52	k·əadi·xi	ˀəˈdih, ˀəˈdix (ich-Laut); ˀəˈdixhai	1	ˀəˈdih , ˀəˈdix (ich-Laut) ; ˀəˈdixhai									
52	k·əda	kɨd, kɨːd, kəd	1	kɨd , kɨːd , kəd									
52	k·əda	Nː ɨdha͜i	2		ɨdha͜i								
52	kidipa͜·əda	kidiˈpɨd	1	kidiˈpɨd									
52	ka·ˀədəhəa	kɨˀɨˈdɨh, kiˀɨˈdɨh, kɨˀˈdɨh, kɨˀəˈdɨh	1	kɨˀɨˈdɨh , kiˀɨˈdɨh , kɨˀˈdɨh , kɨˀəˈdɨh									
52	ˀə̃h[ə̃]a	yəh; Nː ˀiĩh, ˀiɨh	1	yəh	ˀiĩh , ˀiɨh								
52	kedinginan	yəhˈyəˀ, yəˀˈyə; Nː ˀiĩhyəˀ, ˀiyɨhyəˀ, ˀiyœhyœˀ	1	yəhˈyəˀ , yəˀˈyə	ˀiĩhyəˀ , ˀiyɨhyəˀ , ˀiyœhyœˀ								
52	ˀəkaha͜i	kɨˀˈkah; Nː kɨˀkah, kikəkah	1	kɨˀˈkah	kɨˀkah , kikəkah								
52	ˀəkaha͜i	ˀəkah, ɨˀkahha͜i	2	ˀəkah , ɨˀkahha͜i									
52	ka·hado	ˀaˈhar, kaˈhar	1	ˀaˈhar , kaˈhar									
52	ka·hado	(ˀaharhai)	2	(ˀaharhai)									
52	ka·haˀe	kaˈhɛˀ	1	kaˈhɛˀ									
52	ka·haˀe	aˈhɛˀha͜i	2	aˈhɛˀha͜i									
52	hãhãmõ	kaˈham, kaˈhãm, yaˈˀãm (?); Nː kaˈçam	1	kaˈham , kaˈhãm , yaˈˀãm (?)	kaˈçam								
52	hãhãmõ	ãhãmhai, açamhai	2	ãhãmhai , açamhai									
52	hãhõ	kãˈãh, kaˈhãh, kaˈhã; Nː kãˈˀãh, kaˀhãh, kahãh	1	kãˈãh , kaˈhãh , kaˈhã	kãˈˀãh , kaˀhãh , kahãh								
52	hãhõ	ahãhai	2	ahãhai									
52	kapa·kẽmãhãhõ	Nː pakahãh	1		pakahãh								
52	kapa·kẽmãhãhõ	pakɛmããh	2	pakɛmããh									
52	kapa·kẽmãhãhõ	pakɛmahãhai	3	pakɛmahãhai									
52	hãĩ	hã	1	hã									
52	ehãnũˀũãː epuku uhãnũˀũã	pukhãˈnũˀ, puˀhaˈnuˀ; Nː pũkhãnũˀ, pũxãnũˀ	1	pukhãˈnũˀ , puˀhaˈnuˀ	pũkhãnũˀ , pũxãnũˀ								
52	ehãnũˀũãː epuku uhãnũˀũã	pukhãnˈwãˀ, pukhãnũˈˀũˀ, pũxãnwãˀ	2	pukhãnˈwãˀ , pukhãnũˈˀũˀ , pũxãnwãˀ									
52	ehapəˀa	haˈpɨˀ	1	haˈpɨˀ									
52	ka·hãpĩ	kãˈhãp, kãˈhap, kaˈha͜i (?), kaˈhap; Nː kahãp, kãhãp	1	kãˈhãp , kãˈhap , kaˈha͜i (?) , kaˈhap	kahãp , kãhãp								
52	ka·hãpĩ	ahãp	2	ahãp									
52	tidak mau	kɛˈhap	1	kɛˈhap									
53	ehedia	hɛˈriː	1	hɛˈriː									
53	pantai laut	hɛriˈˀyɔk	1	hɛriˈˀyɔk									
53	kipaka·harē	kipakạhˈrɛ, pakạhˈrɛ, kabakạhˈrɛː, kipạhˈrɛ	1	kipakạhˈrɛ , pakạhˈrɛ , kabakạhˈrɛː , kipạhˈrɛ									
53	kipaka·harē	(kahrɛhai)	2	(kahrɛhai)									
53	eharua	haˈruː, haˈruˀ (?); Nː haru	1	haˈruː , haˈruˀ (?)	haru								
53	punya kamu	haˈrub	1	haˈrub									
53	punya saya	haˈruˀ	1	haˈruˀ									
53	untuk	Nː kiharu	1		kiharu								
53	ka·hau	kaˈhaː	1	kaˈhaː		4							
53	ki·xau	Nː kahna͜u	1		kahna͜u	1							
53	ki·xau	hauha͜i	2	hauha͜i		1							
53	ka·hãũ	kahũ	1	kahũ									
53	kipa·ha͜ua	kipaˈha͜u, paˈha͜u; kipaˈhɔ͜u, kipaˈhuː; Nː kipaha͜u, paha͜u	1	kipaˈha͜u , paˈha͜u ; kipaˈhɔ͜u , kipaˈhuː	kipaha͜u , paha͜u								
53	ka[mã]·hẽãˀã	ˀaˈhɛ̃; Nː kahnɛ̃, ˀahɛ̃	1	ˀaˈhɛ̃	kahnɛ̃ , ˀahɛ̃								
53	ka[mã]·hẽãˀã	ahɛ̃ha͜i	2	ahɛ̃ha͜i									
53	ehẽã	hɛ̃ː	1	hɛ̃ː									
53	ka·heaˀaho͜i	kahɛaˈˀah	1	kahɛaˈˀah									
53	kipa·heaki	kipahɛˈak	1	kipahɛˈak									
53	eheda	hɛr	1	hɛr									
53	daging saya	Nː hɛraˀ	1		hɛraˀ								
53	daging saya	Nː hɛrwə	2		hɛrwə								
53	eheda ukitai	hɛrkiˈtaː	1	hɛrkiˈtaː									
53	daha saya	hɛrbaˈkaˀ	1	hɛrbaˈkaˀ									
53	kontol kamu	hɛrpuˈɛb	1	hɛrpuˈɛb									
53	tidak ada isi	kiabkiˈhɛr	1	kiabkiˈhɛr									
53	kaha·heˀeki ukuo	yɛˈˀɛk kuː; (eˀe, heheki dgl)	1	yɛˈˀɛk kuː ; (eˀe , heheki dgl)									
53	ki·xẽkũ	hɛ̃k	1	hɛ̃k									
53	ki·xẽkũ	(hɛ̃khai)	2	(hɛ̃khai)									
53	ka·henãpĩxĩ	kah͜ raˈpih	1	kah͜ raˈpih									
53	ka·henãpĩxĩ	(ˀarapihhai)	2	(ˀarapihhai)									
53	ki·xəa, həa	kiˈhɨ, kiˈçɨ, hɨː, çɨ	1	kiˈhɨ , kiˈçɨ , hɨː , çɨ									
53	ki·xəa, həa	(çɨhai, hɨha͜i)	2	(çɨhai , hɨha͜i)									
53	həadiː kahanə̃ãnĩ	kahnɨˈan; Nː kahnɨan, kahnɨ̃ãn	1	kahnɨˈan	kahnɨan , kahnɨ̃ãn								
53	həadiː kahanə̃ãnĩ	hɨan, hɨanhai	2	hɨan , hɨanhai									
53	eəhəadi	yœ̃ˈhãn; Nː yɨ̃hãn	1	yœ̃ˈhãn	yɨ̃hãn								
53	həkaː kahanə̃kã	kahˈnɨ̃k; Nː kahnə̃k, kahnək	1	kahˈnɨ̃k	kahnə̃k , kahnək								
53	kaha͜eka	kaˈhək, kaˈhœk; Nː hœk, kahək	1	kaˈhək , kaˈhœk	hœk , kahək								
53	kaha͜eka	ˀahək, ahəkhai, həkhai, hə̃khai	2	ˀahək , ahəkhai , həkhai , hə̃khai									
53	ki·xəka·háˀa (?)	Nː kahəkaˀ	1		kahəkaˀ								
53	ki·xəka·háˀa (?)	ˀahəkaˀ	2	ˀahəkaˀ									
53	hī	hɛ	1	hɛ									
53	ka·hiabi	hɛˈab	1	hɛˈab									
54	ehõãnĩ	hʷãn, hɔ̃ˈãn	1	hʷãn , hɔ̃ˈãn									
54	ki·xĩãmã	kĩˈçãm, kiçiˈam, kihiˈam; Nː kiˈçam	1	kĩˈçãm , kiçiˈam , kihiˈam	kiˈçam								
54	ki·xĩãmã	içam, içamha͜i	2	içam , içamha͜i									
54	hinũã	hiˈnuː, həˈnuː	1	hiˈnuː , həˈnuː									
54	hinũ[ˀĩ]ki	nũˈˀĩk; kiki ?	1	nũˈˀĩk ; kiki ?								auch ʔĩʔ	
54	ki·xĩõnĩ	hiˈɔn; Nː hĩˈɔ̃n, kahniɔ̃n	1	hiˈɔn	hĩˈɔ̃n , kahniɔ̃n								
54	ki·xĩõnĩ	hĩɔ̃nhai, hiɔ̃nhai	2	hĩɔ̃nhai , hiɔ̃nhai									
54	ka·h[ã͜]ĩpã	hiˈɔb, yɔb	1	hiˈɔb , yɔb					??				
54	ka·hiu	Nː kahi	1		kahi								
54	ka·hiu	ˀahiha͜i	2	ˀahiha͜i									
54	hō	hɔː, hɔ, hɔb	1	hɔː , hɔ , hɔb									
54	ehō	hɔ	1	hɔ									
54	ehō ukuo	hɔˀˈkuː	1	hɔˀˈkuː									
54	ekoyo uhō ukuo	Nː kɔy hɔku	1		kɔy hɔku								
54	ixō	iˈhɔ	1	iˈhɔ									
54	ixō ūba	ihɔˈyup	1	ihɔˈyup									
54	ehóaˀa͜i	hɔˈaˀ	1	hɔˈaˀ									
54	ki·xodiki	hœˈdik, kihœˈdik, çœˈdik; Nː xədik, hədik	1	hœˈdik , kihœˈdik , çœˈdik	xədik , hədik								
54	ki·xodiki	hœdikhai	2	hœdikhai									
54	ehodo	hiˈər, hiˈœr	1	hiˈər , hiˈœr									
54	ki·xohora	kɔˈhɔr; Nː kɔhɔr, kɔxɔr	1	kɔˈhɔr	kɔhɔr , kɔxɔr								
54	ki·xohora	ɔhɔrhai, ɔxɔrha͜i	2	ɔhɔrhai , ɔxɔrha͜i									
54	eohora	yɔˈhɔr	1	yɔˈhɔr									
54	ehõkã	hɛ̃ˈɔ̃k	1	hɛ̃ˈɔ̃k									
54	ehõkãˀã͜ũ	Nː hɛ̃ˈɔ̃kwɨˀ	1		hɛ̃ˈɔ̃kwɨˀ								
54	ehõkãĩ	hɔ̃ˈka͜im	1	hɔ̃ˈka͜im					kamu ?				
54	ehoku	hiˈək, hiˈyək, hiˈœk, hʸœk; Nː hiək	1	hiˈək , hiˈyək , hiˈœk , hʸœk	hiək	2							
54	honã	hɨn, hœ̃n; Nː hɨn	1	hɨn , hœ̃n	hɨn								
54	honã	hœ̃ˈnãˀ; hɨnaˀ	2	hœ̃ˈnãˀ ; hɨnaˀ									
54	kipaha͜onã	paˈhɨn; Nː paçɨ̃n, pahɨ̃n	1	paˈhɨn	paçɨ̃n , pahɨ̃n								
54	kipaha͜onã	paçɨ̃nha͜i, pahɨ̃nhai	2	paçɨ̃nha͜i , pahɨ̃nhai									
54	kipaha͜onãhãˀã͜[õ]	Nː paçɨ̃naˀ	1		paçɨ̃naˀ								
54	kipaha͜onãhãˀã͜[õ]	pahɨ̃naˀhai	2	pahɨ̃naˀhai									
54	ehopa	hɔp	1	hɔp									
54	hõpõˀõː eahõpõˀõ	haˈpœ̃ˀ, haˈpœˀ, haˈpɨ̃ˀ	1	haˈpœ̃ˀ , haˈpœˀ , haˈpɨ̃ˀ									
54	ki·xõpõˀõ	Nː kahapə̃ˀ, kahapœˀ	1		kahapə̃ˀ , kahapœˀ			kiõhõpõˀõ					
54	ki·xõpõˀõ	ahapə̃ˀ, ahapœhai	2	ahapə̃ˀ , ahapœhai				kiõhõpõˀõ					
54	ehũã	hũː	1	hũː									
54	ehũã	(hũãˀ)	2	(hũãˀ)									
54	ehuda	hiˈœd; Nː hiˈœd, hiɨd	1	hiˈœd	hiˈœd , hiɨd								
54	ehukəˀa	hɨˈkɨˀ, həˈkəˀ	1	hɨˈkɨˀ , həˈkəˀ									
55	ehũkũ	Nː hyũk, hĩyũk	1		hyũk , hĩyũk								
55	ehũkũ	hyũkũˀ, hũkũˀ, hĩyũkũˀ	2	hyũkũˀ , hũkũˀ , hĩyũkũˀ									
55	ehũnẽ	hũn	1	hũn								in: kũkũãhũn(ɛʔ)	
55	ehũnẽ	hũˈnɛˀ	2	hũˈnɛˀ									
55	ki·xuo	kiˈhuː, kiˈxuː; Nː kihu	1	kiˈhuː , kiˈxuː	kihu	1							
55	ki·xuo	huha͜i	2	huha͜i		1							
55	eíaha	ĩˈãh, yãh, ñãh	1	ĩˈãh , yãh , ñãh									
55	eˀíaha	yahˈˀãn (?); Nː yahˀã͜ũ	1	yahˈˀãn (?)	yahˀã͜ũ				> iʔiaha				
55	eˀiau	yib, yib̚; Nː yiːb	1	yib , yib̚	yiːb								
55	epá͜·ici	pa͜itx, pœdx, pa͜it̚, pœt, pu͜ic, kœj; Nː pa͜it̚	1	pa͜itx , pœdx , pa͜it̚ , pœt , pu͜ic , kœj	pa͜it̚	1							
55	eici	yit	1	yit		2		eiti					
55	einstimmig	Nː kikaha͜id	1		kikaha͜id				einstimmig appears to be German (?) for ‘unanimously’				
55	ka͜icixi	ˀaˈtih	1	ˀaˈtih									
55	ka͜icixi	(atihhai)	2	(atihhai)									
55	kipa͜ici	Nː pa͜it̚	1		pa͜it̚								
55	k·ĩxã	ˀĩh	1	ˀĩh									
55	eixu	(yĩh)	1	(yĩh)									
55	ei·ˀiˀi	yiˈˀiˀ	1	yiˈˀiˀ									
55	iˀiaha	[ˀ]iˀiˈyah	1	[ˀ]iˀiˈyah									
55	kude iˀiaha	kuːrˀiˈyah	1	kuːrˀiˈyah									
55	ˀoˀo kahae iˀiaha	[ɔˀ]kahaiˀiˈyah	1	[ɔˀ]kahaiˀiˈyah									
55	ˀika	Nː ik̚	1		ik̚								
55	k·ĩkõ	kĩk	1	kĩk									
55	k·ĩkõ	(ˀĩk, ĩkhai)	2	(ˀĩk , ĩkhai)									
55	eĩkõ	(yĩk)	1	(yĩk)									
55	ebē uĩkõ	bɛˈyĩk	1	bɛˈyĩk									
55	ka·ˀikoi	ˀaˀiˈkəː	1	ˀaˀiˈkəː									
